"","happy","hapmar","health","finalter","satfin","income16","new_income_range"
"126","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"127","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"128","Pretty happy","NOT TOO HAPPY","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"129","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"130","Pretty happy","NOT TOO HAPPY","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"131","Very happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"132","Not too happy","VERY HAPPY","Good","Better","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"133","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"134","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"135","Very happy","VERY HAPPY","Fair","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"136","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"137","Pretty happy","PRETTY HAPPY","Poor","Better","More or less satisfied","$12500 TO 14999","10 000 to 19 999"
"138","Not too happy","PRETTY HAPPY","Fair","Worse","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"139","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"140","Pretty happy","PRETTY HAPPY","Fair","Stayed same","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"141","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"142","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"143","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"144","Not too happy","PRETTY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"145","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"146","Very happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"147","Very happy","VERY HAPPY","Good","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"148","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"149","Pretty happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"150","Not too happy","NOT TOO HAPPY","Fair","Stayed same","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"151","Not too happy","NOT TOO HAPPY","Excellent","Stayed same","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"152","Pretty happy","PRETTY HAPPY","Fair","Stayed same","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"153","Pretty happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"154","Not too happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$20000 TO 22499","20 000 to 39 999"
"155","Pretty happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$12500 TO 14999","10 000 to 19 999"
"156","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"157","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"158","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"159","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"160","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"161","Not too happy","NOT TOO HAPPY","Good","Stayed same","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"162","Very happy","VERY HAPPY","Good","Worse","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"163","Pretty happy","PRETTY HAPPY","Fair","Worse","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"164","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"165","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"166","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"167","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"168","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"169","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"170","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"171","Not too happy","PRETTY HAPPY","Fair","Worse","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"172","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"173","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"174","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"175","Not too happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"176","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$7 000 TO 7 999","0 to 9 999"
"177","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"178","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"179","Pretty happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"180","Pretty happy","NOT TOO HAPPY","Fair","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"181","Not too happy","PRETTY HAPPY","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"182","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"183","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"184","Not too happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"185","Not too happy","NOT TOO HAPPY","Fair","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"186","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"187","Pretty happy","VERY HAPPY","Fair","Worse","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"188","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"189","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"190","Not too happy","VERY HAPPY","Good","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"191","Pretty happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"192","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"193","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"194","Pretty happy","PRETTY HAPPY","Fair","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"195","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"196","Pretty happy","VERY HAPPY","Excellent","Better","Not satisfied at all","$170000 OR OVER","90 000 to 170 000"
"197","Pretty happy","VERY HAPPY","Excellent","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"198","Not too happy","VERY HAPPY","Fair","Worse","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"199","Not too happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"200","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"201","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"202","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"203","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"204","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"205","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"206","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"207","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"208","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"209","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"210","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"211","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"212","Pretty happy","VERY HAPPY","Fair","Worse","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"213","Pretty happy","PRETTY HAPPY","Excellent","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"214","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"215","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"216","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"217","Not too happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"218","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"219","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"220","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"221","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"222","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"223","Pretty happy","NOT TOO HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"224","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"225","Pretty happy","PRETTY HAPPY","Fair","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"226","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"227","Not too happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"228","Pretty happy","PRETTY HAPPY","Excellent","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"229","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"230","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"231","Not too happy","PRETTY HAPPY","Fair","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"232","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"233","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"234","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"235","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"236","Pretty happy","PRETTY HAPPY","Fair","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"237","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"238","Pretty happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"239","Pretty happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"240","Pretty happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"241","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"242","Not too happy","PRETTY HAPPY","Fair","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"243","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"244","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$20000 TO 22499","20 000 to 39 999"
"245","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"246","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"247","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"248","Very happy","VERY HAPPY","Good","Worse","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"249","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"250","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"251","Not too happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"252","Very happy","VERY HAPPY","Fair","Stayed same","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"253","Pretty happy","VERY HAPPY","Good","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"254","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"255","Not too happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"256","Pretty happy","NOT TOO HAPPY","Fair","Better","More or less satisfied","$12500 TO 14999","10 000 to 19 999"
"257","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"258","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"259","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"260","Very happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"261","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"262","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"263","Pretty happy","VERY HAPPY","Fair","Worse","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"264","Pretty happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"265","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"266","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"267","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"268","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"269","Pretty happy","PRETTY HAPPY","Good","Better","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"270","Very happy","VERY HAPPY","Fair","Worse","Not satisfied at all","$15000 TO 17499","10 000 to 19 999"
"271","Pretty happy","PRETTY HAPPY","Fair","Worse","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"272","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"273","Pretty happy","PRETTY HAPPY","Fair","Stayed same","Not satisfied at all","$22500 TO 24999","20 000 to 39 999"
