"","happy","hapmar","health","finalter","satfin","income16","new_income_range"
"661","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"662","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"663","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$20000 TO 22499","20 000 to 39 999"
"664","Very happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"665","Pretty happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"666","Pretty happy","VERY HAPPY","Fair","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"667","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"668","Pretty happy","NOT TOO HAPPY","Good","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"669","Pretty happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$22500 TO 24999","20 000 to 39 999"
"670","Not too happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$10000 TO 12499","10 000 to 19 999"
"671","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"672","Not too happy","PRETTY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"673","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"674","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$7 000 TO 7 999","0 to 9 999"
"675","Very happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"676","Pretty happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"677","Not too happy",".i:  Inapplicable","Good","Better","More or less satisfied","$8 000 TO 9 999","0 to 9 999"
"678","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$22500 TO 24999","20 000 to 39 999"
"679","Pretty happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"680","Pretty happy","VERY HAPPY","Good","Better","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"681","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"682","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"683","Pretty happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"684","Not too happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"685","Not too happy","NOT TOO HAPPY","Good","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"686","Pretty happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"687",".s:  Skipped on Web",".s:  Skipped on Web","Good","Better","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"688","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"689","Pretty happy",".i:  Inapplicable","Fair","Better","More or less satisfied","UNDER $1 000","0 to 9 999"
"690","Not too happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$12500 TO 14999","10 000 to 19 999"
"691","Very happy",".i:  Inapplicable","Excellent","Stayed same","Not satisfied at all","$17500 TO 19999","10 000 to 19 999"
"692","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"693","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"694","Very happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"695","Pretty happy","PRETTY HAPPY","Fair","Better","Not satisfied at all","$22500 TO 24999","20 000 to 39 999"
"696","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"697","Pretty happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","UNDER $1 000","0 to 9 999"
"698","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"699","Not too happy",".i:  Inapplicable","Poor","Stayed same","Not satisfied at all","$8 000 TO 9 999","0 to 9 999"
"700","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"701","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"702","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"703","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"704","Very happy",".i:  Inapplicable","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"705","Pretty happy",".i:  Inapplicable","Good","Worse","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"706","Pretty happy","VERY HAPPY","Good","Worse","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"707","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"708","Not too happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"709","Pretty happy","PRETTY HAPPY","Good","Better","Not satisfied at all","$130000 TO $149999","90 000 to 170 000"
"710","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"711","Not too happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$20000 TO 22499","20 000 to 39 999"
"712","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"713","Pretty happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"714","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"715","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"716","Pretty happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"717","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"718","Very happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"719","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"720","Pretty happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"721","Pretty happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"722","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"723","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"724","Very happy","VERY HAPPY","Fair","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"725","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"726","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"727","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"728","Pretty happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"729","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"730","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"731","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"732","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"733","Not too happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"734","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"735","Very happy","VERY HAPPY","Good","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"736","Pretty happy","PRETTY HAPPY","Fair","Worse","Not satisfied at all","$4 000 TO 4 999","0 to 9 999"
"737","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"738","Not too happy",".i:  Inapplicable","Poor","Stayed same","Not satisfied at all","$8 000 TO 9 999","0 to 9 999"
"739","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$20000 TO 22499","20 000 to 39 999"
"740","Pretty happy","VERY HAPPY","Good","Worse","Not satisfied at all","$5 000 TO 5 999","0 to 9 999"
"741","Pretty happy","PRETTY HAPPY","Fair","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"742","Not too happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"743","Pretty happy","VERY HAPPY","Excellent","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"744","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"745","Pretty happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"746","Not too happy",".i:  Inapplicable","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"747","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"748","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"749","Not too happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$8 000 TO 9 999","0 to 9 999"
"750","Very happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","UNDER $1 000","0 to 9 999"
"751","Very happy",".i:  Inapplicable","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"752","Pretty happy","PRETTY HAPPY","Excellent","Better","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"753","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"754","Pretty happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"755","Very happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"756","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"757","Not too happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"758","Not too happy","NOT TOO HAPPY","Fair","Stayed same","More or less satisfied","$17500 TO 19999","10 000 to 19 999"
"759","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"760","Pretty happy","VERY HAPPY","Excellent","Better","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"761","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"762","Pretty happy","NOT TOO HAPPY","Excellent","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"763","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"764","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"765","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"766","Pretty happy","VERY HAPPY","Fair","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"767","Pretty happy",".i:  Inapplicable","Excellent","Worse","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"768","Pretty happy","PRETTY HAPPY","Excellent","Worse","Not satisfied at all","$170000 OR OVER","90 000 to 170 000"
"769","Pretty happy",".i:  Inapplicable","Poor","Stayed same","More or less satisfied","$20000 TO 22499","20 000 to 39 999"
"770","Not too happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"771","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"772","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$17500 TO 19999","10 000 to 19 999"
"773","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"774","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"775","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"776","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"777","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"778","Pretty happy","NOT TOO HAPPY","Fair","Worse","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"779","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"780","Very happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"781","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"782","Very happy","VERY HAPPY","Excellent","Worse","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"783","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"784","Not too happy","PRETTY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"785","Very happy","PRETTY HAPPY","Excellent","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"786","Not too happy","NOT TOO HAPPY","Excellent","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"787","Pretty happy","VERY HAPPY","Fair","Worse","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"788","Not too happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"789","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"790","Very happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"791","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"792","Not too happy","PRETTY HAPPY","Fair","Stayed same","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"793","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"794","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"795","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"796","Very happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"797","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"798","Not too happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"799","Very happy",".i:  Inapplicable","Good","Worse","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"800","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$8 000 TO 9 999","0 to 9 999"
